myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Instruction_loop.ran,slides,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.keys,pract_resp.corr,pract_resp.rt,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,trialN,first_butterfly,second_butterfly,Cue,left_flower,top_flower,bottom_flower,right_flower,corr_ans,obj_file,trial_cond,switch_cond,cuedButter,repeat_pract.thisRepN,repeat_pract.thisTrialN,repeat_pract.thisN,repeat_pract.thisIndex,repeat_pract.ran,task_resp.keys,task_resp.corr,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,trial_type,task_resp.rt,rep_resp_2.keys,rep_resp_2.rt,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,repeat_task.ran,task_resp_2.keys,task_resp_2.corr,task_resp_2.rt,cont_check.thisRepN,cont_check.thisTrialN,cont_check.thisN,cont_check.thisIndex,cont_check.ran,butterfly,finalmess_resp_3.keys,finalmess_resp_3.rt
0,"[0,1,0,1,0,0,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,up,0,1.471,0,0,9,9,9,1,10,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,right,stimuli/objects/fingernail02.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,1.279,0,0,10,10,10,1,11,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,down,stimuli/objects/barbecuelighter.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,right,0,1.462,0,0,11,11,11,1,12,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/brown_flower.png,left,stimuli/objects/coatrack.jpg,0,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,1.118,0,0,12,12,12,1,13,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,down,stimuli/objects/bulletbelt.jpg,0,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,0,,0,0,13,13,13,1,14,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/brown_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,stimuli/white_flower.png,down,stimuli/objects/skippingrope.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,0,,0,0,14,14,14,1,15,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,right,stimuli/objects/rowboat.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,0.495,0,0,15,15,15,1,16,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/brown_flower.png,down,stimuli/objects/pipewrench.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,up,1,1.064,1,0,16,16,16,1,17,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,up,stimuli/objects/toyfiretruck.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,0,,0,0,17,17,17,1,18,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,left,stimuli/objects/butterfly4.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,1.778,0,0,18,18,18,1,19,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/acqua_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,up,stimuli/objects/laundrybasket01a.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,0,1.191,0,0,19,19,19,1,20,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/brown_flower.png,right,stimuli/objects/rollercoaster.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,1,0.733,1,0,20,20,20,1,21,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/white_flower.png,down,stimuli/objects/beret01.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,1.414,0,0,21,21,21,1,22,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/white_flower.png,up,stimuli/objects/bucket02.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,0,1.414,0,0,22,22,22,1,23,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,right,stimuli/objects/eyechart.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,1,1.837,1,0,23,23,23,1,24,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,left,stimuli/objects/chocolatechip.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,up,0,1.343,0,0,24,24,24,1,25,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/brown_flower.png,left,stimuli/objects/bulldozer.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,up,0,2.064,0,0,25,25,25,1,26,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/brown_flower.png,down,stimuli/objects/dresser02.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,0,,0,0,26,26,26,1,27,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/grey_flower.png,stimuli/acqua_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,up,stimuli/objects/chimpanzee.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,right,1,1.137,0,0,27,27,27,1,28,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/acqua_flower.png,stimuli/brown_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,right,stimuli/objects/stingray.jpg,0,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,up,0,0.728,0,0,28,28,28,1,29,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,down,stimuli/objects/woodenshoe.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,0.87,0,0,29,29,29,1,30,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,stimuli/brown_flower.png,right,stimuli/objects/scanner.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,up,1,0.755,1,0,30,30,30,1,31,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,up,stimuli/objects/desk02.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,1,1.006,1,0,31,31,31,1,32,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/brown_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,left,stimuli/objects/doublebass.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,right,1,0.446,1,0,32,32,32,1,33,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,right,stimuli/objects/fern.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,0,1.407,0,0,33,33,33,1,34,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/acqua_flower.png,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/grey_flower.png,left,stimuli/objects/clarinet.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,0.392,0,0,34,34,34,1,35,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,up,stimuli/objects/maplebuttercone.jpg,0,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,1,1.12,1,0,35,35,35,1,36,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,down,stimuli/objects/aloe01.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,up,1,0.813,1,0,36,36,36,1,37,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/brown_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,up,stimuli/objects/butterfly3.jpg,0,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,0.683,0,0,37,37,37,1,38,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,right,stimuli/objects/gift01.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,right,1,0.621,1,0,38,38,38,1,39,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,right,stimuli/objects/oyster02.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,up,0,1.583,0,0,39,39,39,1,40,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,down,stimuli/objects/mug05.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,right,1,0.339,1,0,40,40,40,1,41,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,right,stimuli/objects/aluminiumfoil.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,0,,0,0,41,41,41,1,42,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,left,stimuli/objects/parkbench02.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,down,1,0.851,1,0,42,42,42,1,43,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/acqua_flower.png,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/grey_flower.png,down,stimuli/objects/sportsjersey.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,1.206,0,0,43,43,43,1,44,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/brown_flower.png,right,stimuli/objects/badger.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,0,,0,0,44,44,44,1,45,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,up,stimuli/objects/humanskeleton.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,1,1.495,1,0,45,45,45,1,46,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/acqua_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,left,stimuli/objects/fennec.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,1.71,0,0,46,46,46,1,47,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/acqua_flower.png,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,right,stimuli/objects/birthdaycandle.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,left,0,2.081,0,0,47,47,47,1,48,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,down,stimuli/objects/dryingmachine02.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[],,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,[],,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,0,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,down,stimuli/objects/chainsaw.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
0,[0],,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,0,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,left,stimuli/objects/chefshat.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,
1,"[0,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/ceilingfan01.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,0,2,2,2,1,0,0.379,,,,,,,,,,,,,,,,,,
1,"[0,0,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,right,stimuli/objects/bow.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,0,3,3,3,1,0,1.54,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,right,stimuli/objects/vulture.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,1,0,4,4,4,1,0,1.611,,,,,,,,,,,,,,,,,,
0,"[0,0,1,1,1]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,0,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,down,stimuli/objects/floortile02.jpg,1,1,stimuli/white_butterfly.png,,,,,,up,0,0,5,5,5,1,0,0.944,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,1,0]",,,,,,,,,3,2020-12-17_10h22.52.758,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,left,stimuli/objects/diploma02.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,0,6,6,6,1,0,1.545,,,,,,,,,,,,,,,,,,
