myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Instruction_loop.ran,slides,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.keys,pract_resp.corr,pract_resp.rt,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,trialN,first_butterfly,second_butterfly,Cue,left_flower,top_flower,bottom_flower,right_flower,corr_ans,obj_file,trial_cond,switch_cond,cuedButter,repeat_pract.thisRepN,repeat_pract.thisTrialN,repeat_pract.thisN,repeat_pract.thisIndex,repeat_pract.ran,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,trial_type,rep_resp_2.keys,rep_resp_2.rt,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,repeat_task.ran,task_resp_2.keys,task_resp_2.corr,task_resp_2.rt,cont_check.thisRepN,cont_check.thisTrialN,cont_check.thisN,cont_check.thisIndex,cont_check.ran,butterfly,finalmess_resp_3.keys,finalmess_resp_3.rt
1,"[0,0,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,left,1,0.664,1,0,4,4,4,1,5,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/acqua_flower.png,stimuli/brown_flower.png,stimuli/grey_flower.png,stimuli/white_flower.png,left,stimuli/objects/jackhammer.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,left,0,1.432,0,0,5,5,5,1,6,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,up,stimuli/objects/mathcompass.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,up,1,1.348,1,0,6,6,6,1,7,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,up,stimuli/objects/towelrack.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,down,1,0.915,1,0,7,7,7,1,8,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,1,stimuli/brown_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,down,stimuli/objects/chainlinkfence.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,down,1,0.814,1,0,8,8,8,1,9,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/white_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,down,stimuli/objects/curlingiron01a.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,right,1,0.699,1,0,9,9,9,1,10,stimuli/red_butterfly.png,stimuli/yellow_butterfly.png,2,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,right,stimuli/objects/fingernail02.jpg,1,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,down,1,1.315,1,0,10,10,10,1,11,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/white_flower.png,stimuli/brown_flower.png,stimuli/acqua_flower.png,stimuli/grey_flower.png,down,stimuli/objects/barbecuelighter.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,1,1,0,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,right,0,0.535,1,0,11,11,11,1,12,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,1,stimuli/grey_flower.png,stimuli/white_flower.png,stimuli/acqua_flower.png,stimuli/brown_flower.png,left,stimuli/objects/coatrack.jpg,0,0,stimuli/yellow_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,1,1,0,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,left,0,0.736,1,0,12,12,12,1,13,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/acqua_flower.png,stimuli/grey_flower.png,stimuli/brown_flower.png,stimuli/white_flower.png,down,stimuli/objects/bulletbelt.jpg,0,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,1,1,0,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,down,1,1.682,1,0,13,13,13,1,14,stimuli/yellow_butterfly.png,stimuli/red_butterfly.png,2,stimuli/brown_flower.png,stimuli/grey_flower.png,stimuli/acqua_flower.png,stimuli/white_flower.png,down,stimuli/objects/skippingrope.jpg,1,0,stimuli/red_butterfly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[],,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,[],,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,down,stimuli/objects/chainsaw.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,0,0.999,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
1,[0],,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,left,stimuli/objects/chefshat.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,0.881,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/ceilingfan01.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,0.604,0,2,2,2,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,right,stimuli/objects/bow.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,0.75,0,3,3,3,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,right,stimuli/objects/vulture.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,1,0.598,0,4,4,4,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,down,stimuli/objects/floortile02.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,1.01,0,5,5,5,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,left,stimuli/objects/diploma02.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,0.681,0,6,6,6,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,right,stimuli/objects/locker.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,1,0.781,0,7,7,7,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,right,stimuli/objects/gavel.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,1,0.721,0,8,8,8,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,up,stimuli/objects/bowtie.jpg,1,1,stimuli/grey_butterfly.png,,,,,,up,1,0.689,0,9,9,9,1,0,,,,,,,,,,,,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/swimsuit.jpg,1,1,stimuli/white_butterfly.png,,,,,,left,0,0.883,0,10,10,10,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,down,stimuli/objects/snowboard.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,1.02,0,11,11,11,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,right,stimuli/objects/sheriffhat.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,0.847,0,12,12,12,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/christmastree.jpg,1,1,stimuli/white_butterfly.png,,,,,,left,1,1.131,0,13,13,13,1,0,,,,,,,,,,,,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,0,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,down,stimuli/objects/pickaxe02.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,0,0.798,0,14,14,14,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,up,stimuli/objects/dormer.jpg,1,1,stimuli/grey_butterfly.png,,,,,,up,1,1.089,0,15,15,15,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,left,stimuli/objects/lilypad.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,0.848,0,16,16,16,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,down,stimuli/objects/butterfly4.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,1.338,0,17,17,17,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,up,stimuli/objects/corn02.jpg,1,1,stimuli/white_butterfly.png,,,,,,up,1,0.947,0,18,18,18,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,up,stimuli/objects/americanwhitepelican.jpg,1,1,stimuli/white_butterfly.png,,,,,,up,1,0.663,0,19,19,19,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,right,stimuli/objects/flamingo.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,0.749,0,20,20,20,1,0,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,up,stimuli/objects/parkfountain.jpg,1,1,stimuli/grey_butterfly.png,,,,,,up,1,0.616,0,21,21,21,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/wheelbarrow01.jpg,1,1,stimuli/grey_butterfly.png,,,,,,up,1,0.865,0,22,22,22,1,1,,,,,,,,,,,,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/jeep.jpg,0,1,stimuli/grey_butterfly.png,,,,,,down,0,0.85,0,23,23,23,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,right,stimuli/objects/saxophone.jpg,1,1,stimuli/white_butterfly.png,,,,,,right,1,0.753,0,24,24,24,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,down,stimuli/objects/birdnest.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,0.9,0,25,25,25,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,right,stimuli/objects/trampoline.jpg,1,1,stimuli/grey_butterfly.png,,,,,,right,1,0.567,0,26,26,26,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,down,stimuli/objects/pitchfork.jpg,1,1,stimuli/white_butterfly.png,,,,,,down,1,0.832,0,27,27,27,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/baseballbat.jpg,1,1,stimuli/grey_butterfly.png,,,,,,left,1,0.782,0,28,28,28,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,7,2020-12-21_15h44.38.564,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,Win32,60,,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,left,stimuli/objects/mattress.jpg,1,1,stimuli/white_butterfly.png,,,,,,left,1,0.712,0,29,29,29,1,1,,,,,,,,,,,,,,,,,,
