instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Willkommen zum letzten Teil des Experiments!,,Mit der LEERTASTE kannst du mit der Aufgabe fortfahren.,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,,"Jetzt werden wir dir einige Bilder zeigen.

Bitte gib zu jedem Bild an, ob du du es im Verlauf des Experiments gesehen hast.

Drücke die LINKE PFEILTASTE für JA
Drücke die RECHTE PFEILTASTE für NEIN

",Mit der LEERTASTE kannst du mit der Aufgabe fortfahren.,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,,"Anschließend bitten wir dich anzugeben wie sicher du dir bei deiner Wahl bist.

Bitte nutze die Zifferntasten von 1 bis 4 am oberen Ende deiner Tastatur um anzugeben, wie sicher du dir bei deiner Antwort bist.

Die Zahlen stehen für

1 = Sehr unsicher
2 = Unsicher
3 = Sicher
4 = Sehr sicher",Mit der LEERTASTE kannst du mit der Aufgabe fortfahren.,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,1.88068,3,5.480785,0,49,49,103,1,stimuli/objects/seagull.jpg,left,old,264,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.035305,2,0.33835,0,50,50,91,1,stimuli/objects/shed02.jpg,right,new,252,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.066765,3,0.82934,0,51,51,88,1,stimuli/objects/toilet.jpg,right,new,249,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,1.15291,3,0.3108,0,52,52,128,1,stimuli/objects/chime.jpg,left,old,289,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,2.864715,2,0.259305,0,53,53,49,1,stimuli/objects/surfboard.jpg,left,old,210,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,0.95223,3,0.66902,0,54,54,53,1,stimuli/objects/parachute.jpg,right,new,214,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,2.061335,2,0.740235,0,55,55,70,1,stimuli/objects/cormorant.jpg,right,new,231,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.48124,2,0.26187,0,56,56,30,1,stimuli/objects/key07.jpg,left,old,191,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.212835,3,0.84347,0,57,57,145,1,stimuli/objects/rooster.jpg,right,new,306,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,2.222245,2,0.2561,0,58,58,116,1,stimuli/objects/rollerblade.jpg,left,old,277,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.15738,3,0.582505,0,59,59,57,1,stimuli/objects/spaghetti01.jpg,right,new,218,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.09321,3,0.324055,0,60,60,12,1,stimuli/objects/musicsheet.jpg,right,new,173,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.038905,3,1.14181,0,61,61,118,1,stimuli/objects/wallclock.jpg,right,new,279,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.519615,3,0.701065,0,62,62,74,1,stimuli/objects/turnstile.jpg,right,new,235,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.10661,2,0.431555,0,63,63,150,1,stimuli/objects/strap.jpg,right,new,311,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,1.41586,2,1.030915,0,64,64,131,1,stimuli/objects/boxingglove01.jpg,right,new,292,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,0.911715,4,0.283955,0,65,65,87,1,stimuli/objects/chipmunk.jpg,left,old,248,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.47145,3,1.35535,0,66,66,10,1,stimuli/objects/spicerack.jpg,left,old,171,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,1.296995,3,0.25861,0,67,67,60,1,stimuli/objects/hammerheadshark.jpg,right,new,221,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.283605,2,1.265055,0,68,68,63,1,stimuli/objects/pin.jpg,right,new,224,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,2.1717,2,0.80845,0,69,69,95,1,stimuli/objects/sealion.jpg,right,new,256,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.207725,2,0.267915,0,70,70,120,1,stimuli/objects/airhockeytable.jpg,right,new,281,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.98289,2,0.415145,0,71,71,149,1,stimuli/objects/mortarandpestle.jpg,right,new,310,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.121735,3,0.281295,0,72,72,93,1,stimuli/objects/slushiemachine.jpg,right,new,254,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,2.038585,3,0.40204,0,73,73,23,1,stimuli/objects/graduationcap.jpg,right,new,184,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,1.01542,3,0.2979,0,74,74,156,1,stimuli/objects/shovel01.jpg,left,old,317,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.1081,3,0.307165,0,75,75,133,1,stimuli/objects/kiwi03.jpg,right,new,294,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,2.48001,2,0.278125,0,76,76,46,1,stimuli/objects/kneepad01c.jpg,right,new,207,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,3.32901,2,0.2,0,77,77,124,1,stimuli/objects/swing.jpg,right,new,285,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,0.94606,4,0.34431,0,78,78,47,1,stimuli/objects/candycane01a.jpg,left,old,208,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,right,1.29182,3,2.15398,0,79,79,32,1,stimuli/objects/cross01.jpg,right,new,193,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,1.06521,4,0.285805,0,80,80,16,1,stimuli/objects/dartboard.jpg,left,old,177,,,,,,,,
,,,,,,,,11,2021-01-19_17h59.37.822,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,Win32,60,left,2.09055,2,0.310755,0,81,81,37,1,stimuli/objects/football.jpg,left,old,198,,,,,,,,
