instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Willkommen zum letzten Teil des Experiments!,,Mit der LEERTASTE kannst du mit der Aufgabe fortfahren.,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,,"Jetzt werden wir dir einige Bilder zeigen.

Bitte gib zu jedem Bild an, ob du du es im Verlauf des Experiments gesehen hast.

Drücke die LINKE PFEILTASTE für JA
Drücke die RECHTE PFEILTASTE für NEIN

",Mit der LEERTASTE kannst du mit der Aufgabe fortfahren.,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,,"Anschließend bitten wir dich anzugeben wie sicher du dir bei deiner Wahl bist.

Bitte nutze die Zifferntasten von 1 bis 4 am oberen Ende deiner Tastatur um anzugeben, wie sicher du dir bei deiner Antwort bist.

Die Zahlen stehen für

1 = Sehr unsicher
2 = Unsicher
3 = Sicher
4 = Sehr sicher",Mit der LEERTASTE kannst du mit der Aufgabe fortfahren.,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,right,1.507,2,5.573,0,0,0,136,1,stimuli/objects/mouse.jpg,right,new,297,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,right,1.309,2,1.435,0,1,1,1,1,stimuli/objects/tent.jpg,left,old,162,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,left,1.375,2,0.502,0,2,2,88,1,stimuli/objects/toilet.jpg,right,new,249,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,right,1.44,2,0.661,0,3,3,80,1,stimuli/objects/floorlamp.jpg,right,new,241,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,left,1.079,1,0.577,0,4,4,22,1,stimuli/objects/crab01.jpg,left,old,183,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,left,1.1,4,0.895,0,5,5,49,1,stimuli/objects/surfboard.jpg,left,old,210,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,right,1.011,2,0.7,0,6,6,76,1,stimuli/objects/statue.jpg,right,new,237,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,right,1.049,2,0.753,0,7,7,78,1,stimuli/objects/hockeypuck.jpg,left,old,239,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,right,2.366,2,0.53,0,8,8,91,1,stimuli/objects/shed02.jpg,right,new,252,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,left,1.261,4,0.739,0,9,9,117,1,stimuli/objects/fingerprint.jpg,left,old,278,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,right,0.903,2,0.491,0,10,10,62,1,stimuli/objects/painting.jpg,right,new,223,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,left,1.176,4,0.715,0,11,11,103,1,stimuli/objects/seagull.jpg,left,old,264,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,right,1.139,1,0.474,0,12,12,149,1,stimuli/objects/mortarandpestle.jpg,right,new,310,,,,,,,,
,,,,,,,,3,2020-12-18_10h37.05.759,premce3DEU_ses-02_part-02_label-phase2,2020.1.2,MacIntel,60,right,1.501,1,0.379,0,13,13,77,1,stimuli/objects/electricguitar01.jpg,left,old,238,,,,,,,,
