Instr_resp_2.keys,Instr_resp_2.rt,warmup_resp.keys,warmup_resp.corr,warmup_resp.rt,myownaccuracy,respcorrs,myownaccuracyCORR,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,first_butterfly,second_butterfly,Cue,left_flower,top_flower,bottom_flower,right_flower,corr_ans,obj_file,trial_cond,switch_cond,cuedButter,trial_type,participant,date,expName,psychopyVersion,OS,frameRate,Instr_resp.keys,Instr_resp.rt,taskGoresp.keys,taskGoresp.rt,task_resp_3.keys,task_resp_3.corr,task_resp_3.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,list,key_resp.keys,key_resp.rt
,,,0,,0,"[0,1,1,0,0,0,1]",0,0,10,10,17,1,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,down,stimuli/objects/butterfly4.jpg,0,99,stimuli/grey_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,
,,up,1,1.17,1,"[0,1,1,0,0,0,1]",1,0,11,11,19,1,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,up,stimuli/objects/motorcycle.jpg,1,99,stimuli/white_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,
,,right,1,0.852,1,"[0,1,1,0,0,0,1,1]",1,0,12,12,16,1,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,right,stimuli/objects/foosballtable.jpg,1,99,stimuli/white_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,
,,up,1,0.932,1,"[0,1,1,0,0,0,1,1,1]",1,0,13,13,1,1,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,up,stimuli/objects/marble.jpg,1,99,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,
,,left,0,0.958,0,"[0,1,1,0,0,0,1,1,1,1]",1,0,14,14,13,1,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/payphone.jpg,0,99,stimuli/white_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,
,,left,0,1.244,0,"[0,1,1,0,0,0,1,1,1,1]",0,0,15,15,7,1,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,down,stimuli/objects/firehydrant.jpg,1,99,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,
,,down,1,1.382,1,"[0,1,1,0,0,0,1,1,1,1,0]",1,0,16,16,5,1,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,down,stimuli/objects/birdfeeder.jpg,1,99,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,
,,up,1,0.748,1,"[0,1,1,0,0,0,1,1,1,1,0,1]",1,0,17,17,2,1,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/corn02.jpg,1,99,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,
,,down,0,0.955,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1]",1,0,18,18,3,1,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/cigar.jpg,0,99,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,
,,left,1,0.861,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1]",1,0,19,19,8,1,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/shelf.jpg,1,99,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,
,,down,0,1.568,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1]",0,0,20,20,9,1,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,left,stimuli/objects/skunk.jpg,1,99,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0]",1,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/vacuumcleaner01.jpg,1,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,space,7.839,space,2.138,left,1,2.03,0,0,0,0,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1]",1,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,up,stimuli/objects/fingerprint.jpg,0,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,right,0,0.897,0,1,1,1,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1]",1,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,down,stimuli/objects/treadmill.jpg,0,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,down,1,0.912,0,2,2,2,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1]",1,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,left,stimuli/objects/aquarium.jpg,0,2,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,up,0,1.019,0,3,3,3,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1]",0,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,left,stimuli/objects/eyepatch.jpg,1,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,right,0,1.68,0,4,4,4,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0]",0,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,down,stimuli/objects/dolphin01.jpg,1,2,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,0,,0,5,5,5,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0]",0,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,right,stimuli/objects/monarchbutterfly.jpg,1,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,up,0,0.878,0,6,6,6,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0]",0,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,left,stimuli/objects/gps.jpg,1,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,right,0,1.418,0,7,7,7,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0]",1,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,right,stimuli/objects/trombone.jpg,1,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,right,1,2.089,0,8,8,8,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1]",1,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,up,stimuli/objects/skihelmet01.jpg,1,2,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,up,1,1.051,0,9,9,9,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1]",0,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,right,stimuli/objects/winniethepooh.jpg,1,2,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,down,0,1.175,0,10,10,10,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0]",1,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,up,stimuli/objects/hulahoop.jpg,1,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,up,1,1.203,0,11,11,11,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1]",0,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,down,stimuli/objects/snowman.jpg,1,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,right,0,1.656,0,12,12,12,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0]",0,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,down,stimuli/objects/tricycle.jpg,1,2,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,up,0,1.405,0,13,13,13,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0]",0,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/whiteout.jpg,1,2,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,down,0,1.866,0,14,14,14,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0]",0,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/trafficlight.jpg,0,2,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,down,0,0.851,0,15,15,15,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0]",1,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/key07.jpg,1,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,left,1,1.266,0,16,16,16,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1]",0,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,right,stimuli/objects/file.jpg,1,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,left,0,2.235,0,17,17,17,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0]",1,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/butterfly5.jpg,1,2,stimuli/white_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,up,1,2.221,0,18,18,18,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1]",1,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/lionstatue.jpg,1,2,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,left,1,0.821,0,19,19,19,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1]",1,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,left,stimuli/objects/microwave.jpg,0,2,stimuli/grey_butterfly.png,0,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,right,0,2.082,0,20,20,20,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1]",1,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,down,stimuli/objects/bleachers.jpg,1,2,stimuli/grey_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,down,1,2.175,0,21,21,21,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1]",1,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,up,stimuli/objects/ipad02.jpg,1,2,stimuli/grey_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,up,1,1.276,0,22,22,22,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1]",0,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,left,stimuli/objects/beerbottle.jpg,1,2,stimuli/grey_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,down,0,0.961,0,23,23,23,1,,,,,,,,
,,,,,0,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0]",0,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,down,stimuli/objects/musicstand.jpg,0,2,stimuli/white_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,right,0,0.787,0,24,24,24,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0]",1,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,left,stimuli/objects/pumpkin.jpg,1,2,stimuli/grey_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,left,1,0.67,0,25,25,25,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1]",1,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,right,stimuli/objects/rollerblade.jpg,1,2,stimuli/grey_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,right,1,1.313,0,26,26,26,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1]",1,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,left,stimuli/objects/bowlingpin.jpg,1,2,stimuli/grey_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,left,1,0.778,0,27,27,27,1,,,,,,,,
,,,,,1,"[0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1]",1,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/blender.jpg,1,2,stimuli/white_butterfly.png,1,5,2020-12-18_16h20.43.465,premce3DEU_ses-02_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,left,1,0.678,0,28,28,28,1,,,,,,,,
