"SubNum","butterfly","response","respFlower","corrFlower","accuracy","cumAcc","RT","trialNum","listN","NfromChange","befAft","befAft2","trialCond","objfile","FlowNum","Q1","Q2","Q3","Q4","Qup1","Qup2","Qup3","Qup4","N1","N2","N3","N4","Delta1","Delta2","Delta3","Delta4","Prob","uncertainty","CPP","CPnot","lr"
2,2,5,"blue_flower",3,0,0.272727272727273,1.40441,11,0,11,1,2,1,"shelf.jpg",1,0.0954838902387281,0.0954838902387281,0.713548329283816,0.0954838902387281,0.0849717106037659,0.0849717106037659,0.745084868188702,0.0849717106037659,2,2,7.94620339706448,2,-0.0954838902387281,-0.0954838902387281,0.286451670716184,-0.0954838902387281,0.112428084690447,0.901764201850259,0.00717045217794954,0.99282954782205,0.110888874355007
2,1,4,"blue_flower",1,1,0.333333333333333,0.535765,12,0,12,1,2,1,"foosballtable.jpg",1,0.71394329949832,0.09535223350056,0.09535223350056,0.09535223350056,0.745278541905656,0.0849071526981146,0.0849071526981146,0.0849071526981146,7.94535221314596,2,2,2,0.28605670050168,-0.09535223350056,-0.09535223350056,-0.09535223350056,0.663053536356835,0.901694885553388,0.009575210010628,0.990424789989372,0.110601096266646
2,1,4,"blue_flower",1,1,0.384615384615385,1.227495,13,0,13,1,2,1,"tennisracket.jpg",1,0.745278541905656,0.0849071526981146,0.0849071526981146,0.0849071526981146,0.770420848712454,0.0765263837625152,0.0765263837625152,0.0765263837625152,8.93613825334341,2,2,2,0.254721458094344,-0.0849071526981146,-0.0849071526981146,-0.0849071526981146,0.689301093283211,0.892560380777997,0.00921395980255435,0.990786040197446,0.099623021785775
2,2,3,"red_flower",3,1,0.428571428571429,1.59228,14,0,14,1,2,1,"wheat.jpg",3,0.0849717106037659,0.0849717106037659,0.745084868188702,0.0849717106037659,0.0765853228382047,0.0765853228382047,0.770244031485386,0.0765853228382047,2,2,8.93698733414622,2,-0.0849717106037659,-0.0849717106037659,0.254915131811298,-0.0849717106037659,0.689142331186845,0.89262553759628,0.00921606291826427,0.990783937081736,0.0996142847203542
2,1,4,"blue_flower",1,1,0.466666666666667,1.43778,15,0,15,1,2,1,"tire.jpg",1,0.770420848712454,0.0765263837625152,0.0765263837625152,0.0765263837625152,0.791039314784396,0.0696535617385347,0.0696535617385347,0.0696535617385347,9.92718456404275,2,2,2,0.229579151287546,-0.0765263837625152,-0.0765263837625152,-0.0765263837625152,0.709524392984953,0.884877952509938,0.00895368930065266,0.991046310699347,0.0906212309812711
2,1,4,"yellow_flower",1,0,0,0.89249,16,2,1,0,0,1,"handbrush02.jpg",4,0.791039314784396,0.0696535617385347,0.0696535617385347,0.0696535617385347,0.808314374120705,0.0638952086264316,0.0638952086264316,0.0638952086264316,10.9201781696528,2,2,2,0.208960685215604,-0.0696535617385347,-0.0696535617385347,-0.0696535617385347,0.091495101272281,0.87831786611385,0.00700639438996908,0.992993605610031,0.0832546524519826
2,1,4,"green_flower",1,0,0,1.00008,17,2,2,0,0,1,"treadmill.jpg",2,0.808314374120705,0.0638952086264316,0.0638952086264316,0.0638952086264316,0.822944321599349,0.0590185594668836,0.0590185594668836,0.0590185594668836,11.9132047221004,2,2,2,0.191685625879295,-0.0638952086264316,-0.0638952086264316,-0.0638952086264316,0.0871724816857803,0.872679817341363,0.00697344755243301,0.993026552447567,0.0768585803855252
2,2,2,"red_flower",3,1,0.333333333333333,1.709635,18,2,3,0,0,1,"shower.jpg",3,0.0765853228382047,0.0765853228382047,0.770244031485386,0.0765853228382047,0.0697077656969354,0.0697077656969354,0.790876702909194,0.0697077656969354,2,2,9.92803190005653,2,-0.0765853228382047,-0.0765853228382047,0.229755968514614,-0.0765853228382047,0.709384907292652,0.884939181922019,0.00895543408968458,0.991044565910315,0.0906140361721174
2,1,4,"blue_flower",1,1,0.5,0.429325,19,2,4,0,0,1,"skateboard.jpg",1,0.822944321599349,0.0590185594668836,0.0590185594668836,0.0590185594668836,0.835455034141558,0.054848321952814,0.054848321952814,0.054848321952814,12.9047206167496,2,2,2,0.177055678400651,-0.0590185594668836,-0.0590185594668836,-0.0590185594668836,0.749150423854751,0.8678019119882,0.00848410535075494,0.991515894649245,0.0712643790164517
2,1,3,"blue_flower",1,1,0.6,0.550235,20,2,5,0,0,1,"barrel01.jpg",1,0.835455034141558,0.054848321952814,0.054848321952814,0.054848321952814,0.846310452068574,0.0512298493104752,0.0512298493104752,0.0512298493104752,13.8963351746663,2,2,2,0.164544965858442,-0.054848321952814,-0.054848321952814,-0.054848321952814,0.758040364864299,0.863529304325527,0.00838544208332082,0.991614557916679,0.0665302345085439
2,1,4,"blue_flower",1,1,0.666666666666667,0.936505,21,2,6,0,0,1,"xylophone.jpg",1,0.846310452068574,0.0512298493104752,0.0512298493104752,0.0512298493104752,0.855818794791372,0.0480604017362092,0.0480604017362092,0.0480604017362092,14.8880316112337,2,2,2,0.153689547931426,-0.0512298493104752,-0.0512298493104752,-0.0512298493104752,0.765578355747605,0.859757695663509,0.00830356343254657,0.991696436567453,0.0623852243722127
2,2,5,"red_flower",3,1,0.714285714285714,0.984575,22,2,7,0,0,1,"forklift.jpg",3,0.0697077656969354,0.0697077656969354,0.790876702909194,0.0697077656969354,0.0639656704441122,0.0639656704441122,0.808102988667663,0.0639656704441122,2,2,10.919272337848,2,-0.0697077656969354,-0.0697077656969354,0.209123297090806,-0.0697077656969354,0.725390746610357,0.878398787368105,0.00875956220857466,0.991240437791425,0.0831017594601442
2,2,4,"red_flower",3,1,0.75,0.50491,23,2,8,0,0,1,"scalpel.jpg",3,0.0639656704441122,0.0639656704441122,0.808102988667663,0.0639656704441122,0.0590993552418039,0.0590993552418039,0.822701934274588,0.0590993552418039,2,2,11.9106649229764,2,-0.0639656704441122,-0.0639656704441122,0.191897011332337,-0.0639656704441122,0.73832628829364,0.872773818794959,0.00860741487153027,0.99139258512847,0.0767374941252776
2,1,5,"blue_flower",1,1,0.777777777777778,0.67293,24,2,9,0,0,1,"sailboat.jpg",1,0.855818794791372,0.0480604017362092,0.0480604017362092,0.0480604017362092,0.864216247065452,0.0452612509781826,0.0452612509781826,0.0452612509781826,15.8797970343943,2,2,2,0.144181205208628,-0.0480604017362092,-0.0480604017362092,-0.0480604017362092,0.772045824002782,0.856405011810205,0.00823457683939632,0.991765423160604,0.0587259336073775
