"SubNum","butterfly","response","respFlower","corrFlower","accuracy","cumAcc","RT","trialNum","listN","NfromChange","befAft","befAft2","trialCond","objfile","FlowNum","Q1","Q2","Q3","Q4","Qup1","Qup2","Qup3","Qup4","N1","N2","N3","N4","Delta1","Delta2","Delta3","Delta4","Prob","uncertainty","CPP","CPnot","lr"
5,2,4,"red_flower",3,1,0.428571428571429,0.709,7,0,7,0,1,1,"toucan.jpg",3,0.127660892992635,0.127660892992635,0.617017321022094,0.127660892992635,0.109748572835053,0.109748572835053,0.670754281494841,0.109748572835053,2,2,5.94742009269772,2,-0.127660892992635,-0.127660892992635,0.382982678977906,-0.127660892992635,0.535117656285098,0.927057406970067,0.0118373517966055,0.988162648203395,0.141992541026796
5,1,5,"blue_flower",1,1,0.5,1.17,8,0,8,0,1,1,"motorcycle.jpg",1,0.619112116452985,0.126962627849005,0.126962627849005,0.126962627849005,0.672497173815536,0.109167608728154,0.109167608728154,0.109167608728154,5.95555700397075,2,2,2,0.380887883547015,-0.126962627849005,-0.126962627849005,-0.126962627849005,0.536876872708094,0.926496364826131,0.0117990213032637,0.988200978696736,0.141832995918688
5,1,4,"blue_flower",1,1,0.555555555555556,0.852,9,0,9,1,1,1,"foosballtable.jpg",1,0.672497173815536,0.109167608728154,0.109167608728154,0.109167608728154,0.712770573135595,0.0957431422881349,0.0957431422881349,0.0957431422881349,6.94464951605242,2,2,2,0.327502826184464,-0.109167608728154,-0.109167608728154,-0.109167608728154,0.581282937315976,0.913091317707563,0.0109074879183347,0.989092512081665,0.124327248436281
5,2,5,"red_flower",3,1,0.6,0.932,10,0,10,1,1,1,"marble.jpg",3,0.109748572835053,0.109748572835053,0.670754281494841,0.109748572835053,0.0962395752418695,0.0962395752418695,0.711281274274391,0.0962395752418695,2,2,6.93648594142685,2,-0.109748572835053,-0.109748572835053,0.329245718505159,-0.109748572835053,0.579849824637984,0.913601548563991,0.0109341512708742,0.989065848729126,0.124451185062924
5,1,3,"red_flower",1,0,0.545454545454545,1.244,11,0,11,1,2,1,"firehydrant.jpg",3,0.712770573135595,0.0957431422881349,0.0957431422881349,0.0957431422881349,0.744415118227274,0.0851949605909088,0.0851949605909088,0.0851949605909088,7.93734632674514,2,2,2,0.287229426864405,-0.0957431422881349,-0.0957431422881349,-0.0957431422881349,0.128676414310494,0.902003780062606,0.00730318930727503,0.992696810692725,0.110982192081556
5,1,2,"blue_flower",1,1,0.583333333333333,1.382,12,0,12,1,2,1,"birdfeeder.jpg",1,0.744415118227274,0.0851949605909088,0.0851949605909088,0.0851949605909088,0.769626363525862,0.0767912121580458,0.0767912121580458,0.0767912121580458,8.92741377369397,2,2,2,0.255584881772726,-0.0851949605909088,-0.0851949605909088,-0.0851949605909088,0.63896826583166,0.89285304789608,0.00993255305117446,0.990067446948826,0.0996309693146329
5,2,5,"red_flower",3,1,0.615384615384615,0.748,13,0,13,1,2,1,"corn02.jpg",3,0.0962395752418695,0.0962395752418695,0.711281274274391,0.0962395752418695,0.085692116594156,0.085692116594156,0.742923650217532,0.085692116594156,2,2,7.92613326651517,2,-0.0962395752418695,-0.0962395752418695,0.288718725725609,-0.0962395752418695,0.612778162519645,0.902536588126593,0.0103526749116768,0.989647325088323,0.110742335586365
5,2,3,"red_flower",3,1,0.642857142857143,0.861,14,0,14,1,2,1,"shelf.jpg",3,0.085692116594156,0.085692116594156,0.742923650217532,0.085692116594156,0.0772300857319905,0.0772300857319905,0.768309742804028,0.0772300857319905,2,2,8.91618278817356,2,-0.085692116594156,-0.085692116594156,0.257076349782468,-0.085692116594156,0.637805648613323,0.893337492736343,0.00995047834160778,0.990049521658392,0.0997417116087114
5,1,2,"yellow_flower",1,0,0.6,1.568,15,0,15,1,2,1,"skunk.jpg",4,0.769626363525862,0.0767912121580458,0.0767912121580458,0.0767912121580458,0.790406796204802,0.0698644012650661,0.0698644012650661,0.0698644012650661,9.92023167267098,2,2,2,0.230373636474138,-0.0767912121580458,-0.0767912121580458,-0.0767912121580458,0.113878058695814,0.885116063394859,0.00718210102299,0.99281789897701,0.0908557065320491
5,1,3,"blue_flower",1,1,1,2.03,16,2,1,0,0,1,"vacuumcleaner01.jpg",1,0.790406796204802,0.0698644012650661,0.0698644012650661,0.0698644012650661,0.80766001815599,0.0641133272813365,0.0641133272813365,0.0641133272813365,10.9108100744913,2,2,2,0.209593203795198,-0.0698644012650661,-0.0698644012650661,-0.0698644012650661,0.673968622840027,0.878568311496077,0.00942159817970822,0.990578401820292,0.0831005998055684
5,1,4,"green_flower",1,0,0.5,1.68,17,2,2,0,0,1,"eyepatch.jpg",2,0.80766001815599,0.0641133272813365,0.0641133272813365,0.0641133272813365,0.822346606595961,0.0592177978013462,0.0592177978013462,0.0592177978013462,11.9037030160068,2,2,2,0.19233998184401,-0.0641133272813365,-0.0641133272813365,-0.0641133272813365,0.10445392323844,0.872911584901693,0.00710705848443249,0.992892941515568,0.0769040002747226
5,2,1,NA,3,0,0.333333333333333,NA,18,2,3,0,0,1,"dolphin01.jpg",NA,0.0772300857319905,0.0772300857319905,0.768309742804028,0.0772300857319905,0.0703991917661356,0.0703991917661356,0.788802424701593,0.0703991917661356,2,2,9.89879218514077,2,-0.0772300857319905,-0.0772300857319905,0.231690257195972,-0.0772300857319905,0.637805648613323,0.885719351030289,0.0173906030327973,0.982609396967203,0.0900140109445353
5,1,5,"yellow_flower",1,0,0.25,0.878,19,2,4,0,0,1,"monarchbutterfly.jpg",4,0.822346606595961,0.0592177978013462,0.0592177978013462,0.0592177978013462,0.834943749752422,0.055018750082526,0.055018750082526,0.055018750082526,12.8966236135812,2,2,2,0.177653393404039,-0.0592177978013462,-0.0592177978013462,-0.0592177978013462,0.100930383270772,0.868002246295298,0.00707940242562288,0.992920597574377,0.0714141115090896
5,1,4,"red_flower",1,0,0.2,1.418,20,2,5,0,0,1,"gps.jpg",3,0.834943749752422,0.055018750082526,0.055018750082526,0.055018750082526,0.845868044323927,0.051377318558691,0.051377318558691,0.051377318558691,13.889567340088,2,2,2,0.165056250247578,-0.055018750082526,-0.055018750082526,-0.055018750082526,0.0979624168454168,0.863704137388865,0.00705627349317828,0.992943726506822,0.0666556229293165
5,1,4,"blue_flower",1,1,0.333333333333333,2.089,21,2,6,0,0,1,"trombone.jpg",1,0.845868044323927,0.051377318558691,0.051377318558691,0.051377318558691,0.85539631565919,0.0482012281136033,0.0482012281136033,0.0482012281136033,14.880665681798,2,2,2,0.154131955676073,-0.051377318558691,-0.051377318558691,-0.051377318558691,0.713709096791519,0.859925839555391,0.00890165829005329,0.991098341709947,0.0623741553496859
5,2,5,"red_flower",3,1,0.428571428571429,1.051,22,2,7,0,0,1,"skihelmet01.jpg",3,0.0703991917661356,0.0703991917661356,0.788802424701593,0.0703991917661356,0.0645938470976015,0.0645938470976015,0.806218458707196,0.0645938470976015,2,2,10.8893540581182,2,-0.0703991917661356,-0.0703991917661356,0.211197575298407,-0.0703991917661356,0.672777086048534,0.879119514158365,0.00943812702258262,0.990561872977417,0.083248943049399
5,2,2,"yellow_flower",3,0,0.375,1.175,23,2,8,0,0,1,"winniethepooh.jpg",4,0.0645938470976015,0.0645938470976015,0.806218458707196,0.0645938470976015,0.059653443440103,0.059653443440103,0.821039669679691,0.059653443440103,2,2,11.882244245108,2,-0.0645938470976015,-0.0645938470976015,0.193781541292804,-0.0645938470976015,0.104803364490312,0.873417942637432,0.00710981301019775,0.992890186989802,0.0770318033404043
5,1,5,"blue_flower",1,1,0.444444444444444,1.203,24,2,9,0,0,1,"hulahoop.jpg",1,0.85539631565919,0.0482012281136033,0.0482012281136033,0.0482012281136033,0.863812076357379,0.0453959745475403,0.0453959745475403,0.0453959745475403,15.8718440016936,2,2,2,0.14460368434081,-0.0482012281136033,-0.0482012281136033,-0.0482012281136033,0.720237766911322,0.856566831421698,0.00882168010442597,0.991178319895574,0.0587167792182709
5,1,4,"yellow_flower",1,0,0.4,1.656,25,2,10,0,0,1,"snowman.jpg",4,0.863812076357379,0.0453959745475403,0.0453959745475403,0.0453959745475403,0.871325935676802,0.0428913547743993,0.0428913547743993,0.0428913547743993,16.8648386616538,2,2,2,0.136187923642621,-0.0453959745475403,-0.0453959745475403,-0.0453959745475403,0.0913574004647431,0.853551140494898,0.00700534003976494,0.992994659960235,0.0555619587920607
5,2,5,"yellow_flower",3,0,0.363636363636364,1.405,26,2,11,0,0,1,"tricycle.jpg",4,0.059653443440103,0.059653443440103,0.821039669679691,0.059653443440103,0.0554169869516815,0.0554169869516815,0.833749039144955,0.0554169869516815,2,2,12.875162411717,2,-0.059653443440103,-0.059653443440103,0.178960330320309,-0.059653443440103,0.101241205355611,0.868470042029304,0.00708183339099766,0.992918166609002,0.0715243262600642
5,2,2,"blue_flower",3,0,0.333333333333333,1.866,27,2,12,0,0,1,"whiteout.jpg",1,0.0554169869516815,0.0554169869516815,0.833749039144955,0.0554169869516815,0.051743922344978,0.051743922344978,0.844768232965066,0.051743922344978,2,2,13.8681039682181,2,-0.0554169869516815,-0.0554169869516815,0.166250960855045,-0.0554169869516815,0.0982417046287315,0.864138510720231,0.00705844349893159,0.992941556501068,0.0667516447228126
5,1,3,"blue_flower",1,1,0.384615384615385,1.266,28,2,13,0,1,1,"key07.jpg",1,0.871325935676802,0.0428913547743993,0.0428913547743993,0.0428913547743993,0.878028697379813,0.0406571008733956,0.0406571008733956,0.0406571008733956,17.8561451026821,2,2,2,0.128674064323198,-0.0428913547743993,-0.0428913547743993,-0.0428913547743993,0.7309467260553,0.850848186725014,0.00869355897169644,0.991306441028304,0.052547835622009
5,1,3,"yellow_flower",1,0,0.357142857142857,2.235,29,2,14,0,1,1,"file.jpg",4,0.878028697379813,0.0406571008733956,0.0406571008733956,0.0406571008733956,0.884085976191983,0.0386380079360057,0.0386380079360057,0.0386380079360057,18.849163787025,2,2,2,0.121971302620187,-0.0406571008733956,-0.0406571008733956,-0.0406571008733956,0.0882084839792894,0.848395487522968,0.0069813156571078,0.993018684342892,0.0500106480491402
5,1,5,"blue_flower",1,1,0.4,2.221,30,2,15,0,1,1,"butterfly5.jpg",1,0.884085976191983,0.0386380079360057,0.0386380079360057,0.0386380079360057,0.889550456689185,0.0368165144369382,0.0368165144369382,0.0368165144369382,19.8405680217944,2,2,2,0.115914023808017,-0.0386380079360057,-0.0386380079360057,-0.0386380079360057,0.739335612433258,0.846174887611163,0.00859576523058359,0.991404234769416,0.0475512708757363
5,2,3,"red_flower",3,1,0.4375,0.821,31,2,16,0,1,1,"lionstatue.jpg",3,0.051743922344978,0.051743922344978,0.844768232965066,0.051743922344978,0.0485409029220263,0.0485409029220263,0.854377291233921,0.0485409029220263,2,2,14.8591929124573,2,-0.051743922344978,-0.051743922344978,0.155231767034934,-0.051743922344978,0.712949669324265,0.860331192049163,0.00891105576073203,0.991088944239268,0.0624579310939922
5,2,2,"red_flower",3,1,0.470588235294118,2.175,32,2,17,0,1,1,"bleachers.jpg",3,0.0485409029220263,0.0485409029220263,0.854377291233921,0.0485409029220263,0.0457123307154046,0.0457123307154046,0.862863007853786,0.0457123307154046,2,2,15.8503628006462,2,-0.0485409029220263,-0.0485409029220263,0.145622708766079,-0.0485409029220263,0.719543904460645,0.856946635495082,0.00883011181114557,0.991169888188854,0.0587910639219553
5,2,5,"red_flower",3,1,0.5,1.276,33,2,18,0,1,1,"ipad02.jpg",3,0.0457123307154046,0.0457123307154046,0.862863007853786,0.0457123307154046,0.0431961415980224,0.0431961415980224,0.870411575205933,0.0431961415980224,2,2,16.841602029154,2,-0.0457123307154046,-0.0457123307154046,0.137136992146214,-0.0457123307154046,0.725289733252661,0.853918939811867,0.00876077149216514,0.991239228507835,0.0555304807850713
5,2,2,"blue_flower",3,0,0.473684210526316,0.961,34,2,19,1,1,1,"beerbottle.jpg",1,0.0431961415980224,0.0431961415980224,0.870411575205933,0.0431961415980224,0.0409355048313414,0.0409355048313414,0.877193485505976,0.0409355048313414,2,2,17.8346079281715,2,-0.0431961415980224,-0.0431961415980224,0.129588424794067,-0.0431961415980224,0.0898869710976036,0.851185638030273,0.006994100982464,0.993005899017536,0.0527028379795432
5,2,3,"red_flower",3,1,0.5,0.67,35,2,20,1,1,1,"pumpkin.jpg",3,0.0409355048313414,0.0409355048313414,0.877193485505976,0.0409355048313414,0.038907204579326,0.038907204579326,0.883278386262022,0.038907204579326,2,2,18.8259598596545,2,-0.0409355048313414,-0.0409355048313414,0.122806514494024,-0.0409355048313414,0.73482536141792,0.848723034961123,0.00864806851705058,0.991351931482949,0.0499809189610907
5,2,4,"red_flower",3,1,0.523809523809524,1.313,36,2,21,1,1,1,"rollerblade.jpg",3,0.038907204579326,0.038907204579326,0.883278386262022,0.038907204579326,0.0370709993222714,0.0370709993222714,0.888787002033186,0.0370709993222714,2,2,19.8173580285616,2,-0.038907204579326,-0.038907204579326,0.116721613737978,-0.038907204579326,0.738809725361712,0.846485576656008,0.00860183109289991,0.9913981689071,0.0476039604219014
5,2,3,"red_flower",3,1,0.545454545454545,0.778,37,2,22,1,1,1,"bowlingpin.jpg",3,0.0370709993222714,0.0370709993222714,0.888787002033186,0.0370709993222714,0.0354008153012108,0.0354008153012108,0.893797554096368,0.0354008153012108,2,2,20.8087972479809,2,-0.0370709993222714,-0.0370709993222714,0.111212997966814,-0.0370709993222714,0.742383191788535,0.844443935316913,0.00856078058064769,0.991439219419352,0.0454426800037583
5,1,3,"blue_flower",1,1,0.565217391304348,0.678,38,2,23,1,1,1,"blender.jpg",1,0.889550456689185,0.0368165144369382,0.0368165144369382,0.0368165144369382,0.89452138061507,0.0351595397949766,0.0351595397949766,0.0351595397949766,20.8320128707768,2,2,2,0.110449543310815,-0.0368165144369382,-0.0368165144369382,-0.0368165144369382,0.742875921832952,0.844148498214593,0.00855515101758053,0.991444848982419,0.0453946457799573
5,2,5,"red_flower",3,1,0.583333333333333,0.87,39,2,24,1,1,1,"christmaslights.jpg",3,0.0354008153012108,0.0354008153012108,0.893797554096368,0.0354008153012108,0.033875094008443,0.033875094008443,0.898374717974671,0.033875094008443,2,2,21.8002731518086,2,-0.0354008153012108,-0.0354008153012108,0.106202445903632,-0.0354008153012108,0.745605708759643,0.84257362769332,0.00852409617235739,0.991475903827643,0.0434690129886357
5,1,4,"blue_flower",1,1,0.6,0.683,40,2,25,1,2,1,"granolabar01.jpg",1,0.89452138061507,0.0351595397949766,0.0351595397949766,0.0351595397949766,0.899062774405584,0.0336457418648052,0.0336457418648052,0.0336457418648052,21.8234940231506,2,2,2,0.10547861938493,-0.0351595397949766,-0.0351595397949766,-0.0351595397949766,0.746069033221254,0.842292049805322,0.00851884762621913,0.991481152373781,0.0434250435117264
5,2,5,"red_flower",3,1,0.615384615384615,0.691,41,2,26,1,2,1,"shower.jpg",3,0.033875094008443,0.033875094008443,0.898374717974671,0.033875094008443,0.0324758553887236,0.0324758553887236,0.902572433833829,0.0324758553887236,2,2,22.7917820311757,2,-0.033875094008443,-0.033875094008443,0.101625282025329,-0.033875094008443,0.748526186891693,0.840854062431301,0.00849112063290935,0.991508879367091,0.0416595588228258
5,1,3,"blue_flower",1,1,0.62962962962963,1.136,42,2,27,1,2,1,"sandcastle.jpg",1,0.899062774405584,0.0336457418648052,0.0336457418648052,0.0336457418648052,0.903228046976924,0.0322573176743586,0.0322573176743586,0.0322573176743586,22.8150078157939,2,2,2,0.100937225594416,-0.0336457418648052,-0.0336457418648052,-0.0336457418648052,0.74896327393164,0.840585129313481,0.00848620735671668,0.991513792643283,0.0416191592920742
5,2,3,"red_flower",3,1,0.642857142857143,1.208,43,2,28,1,2,1,"cookingpot.jpg",3,0.0324758553887236,0.0324758553887236,0.902572433833829,0.0324758553887236,0.0311879849522247,0.0311879849522247,0.906436045143326,0.0311879849522247,2,2,23.783320709506,2,-0.0324758553887236,-0.0324758553887236,0.0974275661661708,-0.0324758553887236,0.751184911403509,0.839267801752521,0.0084613216696654,0.991538678330335,0.0399946513358126
5,1,4,"blue_flower",1,1,0.655172413793103,0.949,44,2,29,1,2,1,"baseballglove.jpg",1,0.903228046976924,0.0322573176743586,0.0322573176743586,0.0322573176743586,0.90706210299088,0.0309792990030399,0.0309792990030399,0.0309792990030399,23.8065511103667,2,2,2,0.0967719530230758,-0.0322573176743586,-0.0322573176743586,-0.0322573176743586,0.751598458148376,0.83901044868944,0.00845670542717825,0.991543294572822,0.0399574040811601
5,2,4,"red_flower",3,1,0.666666666666667,0.832,45,2,30,1,2,1,"candycane01a.jpg",3,0.0311879849522247,0.0311879849522247,0.906436045143326,0.0311879849522247,0.0299986847634852,0.0299986847634852,0.910003945709544,0.0299986847634852,2,2,24.7748864457908,2,-0.0311879849522247,-0.0311879849522247,0.0935639548566741,-0.0311879849522247,0.75361535183923,0.837799983781143,0.00843426371516709,0.991565736284833,0.0384576427317702
5,1,3,"blue_flower",1,1,0.67741935483871,0.657,46,2,31,1,2,1,"windturbine.jpg",1,0.90706210299088,0.0309792990030399,0.0309792990030399,0.0309792990030399,0.910602970752278,0.0297990097492407,0.0297990097492407,0.0297990097492407,24.7981211981088,2,2,2,0.0929378970091199,-0.0309792990030399,-0.0309792990030399,-0.0309792990030399,0.754007671341474,0.83755327260954,0.00842991225786738,0.991570087742133,0.0384231927583617
5,1,2,"blue_flower",1,1,0.6875,0.955,47,2,32,1,2,1,"desktopcomputer.jpg",1,0.910602970752278,0.0297990097492407,0.0297990097492407,0.0297990097492407,0.913883069982382,0.0287056433392058,0.0287056433392058,0.0287056433392058,25.7897157252041,2,2,2,0.0893970292477223,-0.0297990097492407,-0.0297990097492407,-0.0297990097492407,0.756218626334846,0.836200966672311,0.00840547290470106,0.991594527095299,0.0370023898229581
5,1,4,"blue_flower",1,1,0.696969696969697,0.993,48,2,33,1,2,1,"butterfly5.jpg",1,0.913883069982382,0.0287056433392058,0.0287056433392058,0.0287056433392058,0.916930209096897,0.0276899303010343,0.0276899303010343,0.0276899303010343,26.7813326336185,2,2,2,0.0861169300176176,-0.0287056433392058,-0.0287056433392058,-0.0287056433392058,0.758254705768426,0.834942637704838,0.00838309158561723,0.991616908414383,0.0356828734133119
5,2,5,"red_flower",3,1,0.705882352941177,1.286,49,2,34,1,2,1,"scalpel.jpg",3,0.0299986847634852,0.0299986847634852,0.910003945709544,0.0299986847634852,0.028897045984698,0.028897045984698,0.913308862045906,0.028897045984698,2,2,25.7664768587915,2,-0.0299986847634852,-0.0299986847634852,0.0899960542904555,-0.0299986847634852,0.75584553698113,0.8364378665064,0.0084095869993146,0.991590413000685,0.0370343461589757
5,2,4,"red_flower",3,1,0.714285714285714,0.625,50,2,35,1,2,1,"footballhelmet.jpg",3,0.028897045984698,0.028897045984698,0.913308862045906,0.028897045984698,0.0278737126961979,0.0278737126961979,0.916378861911406,0.0278737126961979,2,2,26.7580898669801,2,-0.028897045984698,-0.028897045984698,0.0866911379540938,-0.028897045984698,0.757899111526933,0.835170464732703,0.00838699181138813,0.991613008188612,0.0357125973608943
5,1,5,"blue_flower",1,1,0.722222222222222,0.767,51,2,36,1,2,1,"seaturtle.jpg",1,0.916930209096897,0.0276899303010343,0.0276899303010343,0.0276899303010343,0.919768377002475,0.0267438743325084,0.0267438743325084,0.0267438743325084,27.7729701137275,2,2,2,0.0830697909031031,-0.0276899303010343,-0.0276899303010343,-0.0276899303010343,0.760135772035826,0.833768845130024,0.00836251989101178,0.991637480108988,0.0344541892042445
5,1,5,"blue_flower",2,0,0.702702702702703,0.621,52,3,1,0,0,1,"callbell.jpg",1,0.919768377002475,0.0267438743325084,0.0267438743325084,0.0267438743325084,0.701723876096178,0.257468425731815,0.0204038490860035,0.0204038490860035,27.7729701137275,2.97378555472098,2,2,-0.919768377002475,0.973256125667492,-0.0267438743325084,-0.0267438743325084,0.761878802777456,0.906470653305755,0.0262144452790206,0.973785554720979,0.243446388680245
5,1,5,"blue_flower",2,0,0.684210526315789,1.526,53,3,2,0,0,1,"polarbear.jpg",1,0.701723876096178,0.257468425731815,0.0204038490860035,0.0204038490860035,0.565001206282989,0.402141997079161,0.0164283983189251,0.0164283983189251,27.7729701137275,3.95820609473598,2,2,-0.701723876096178,0.742531574268185,-0.0204038490860035,-0.0204038490860035,0.594954633658984,0.928365942838739,0.0155794599849993,0.984420540015001,0.197921789989642
5,2,4,"red_flower",4,0,0.666666666666667,0.794,54,3,3,0,0,1,"shovel01.jpg",3,0.0278737126961979,0.0278737126961979,0.916378861911406,0.0278737126961979,0.0212628379952859,0.0212628379952859,0.699039108836926,0.258435215172502,2,2,26.7580898669801,2.97400693463079,-0.0278737126961979,-0.0278737126961979,-0.916378861911406,0.972126287303802,0.759796156872413,0.907345327167683,0.0259930653692116,0.974006934630788,0.243501733657697
5,1,4,"green_flower",2,1,0.675,1.951,55,3,4,0,0,1,"greywolf.jpg",2,0.565001206282989,0.402141997079161,0.0164283983189251,0.0164283983189251,0.474020254709608,0.498413809256948,0.013782968016722,0.013782968016722,27.7729701137275,4.93771482370045,2,2,-0.565001206282989,0.597858002920839,-0.0164283983189251,-0.0164283983189251,0.306418381654322,0.930667889213398,0.0204912710355281,0.979508728964472,0.164396584037242
5,2,4,"green_flower",4,0,0.658536585365854,1.274,56,3,5,0,0,1,"giraffe.jpg",2,0.0212628379952859,0.0212628379952859,0.699039108836926,0.258435215172502,0.0170487320874258,0.0170487320874258,0.560495757331917,0.405406778493231,2,2,26.7580898669801,3.96688359330788,-0.0212628379952859,-0.0212628379952859,-0.699039108836926,0.741564784827498,0.106515653628331,0.929053893085107,0.00712334132290582,0.992876658677094,0.199613042708955
5,1,1,NA,2,0,0.642857142857143,NA,57,3,6,0,0,1,"ironingboard01.jpg",NA,0.474020254709608,0.498413809256948,0.013782968016722,0.013782968016722,0.406940787137901,0.56939418252597,0.0118325151680647,0.0118325151680647,27.7729701137275,5.928557208246,2,2,-0.474020254709608,0.501586190743052,-0.013782968016722,-0.013782968016722,0.306418381654322,0.925900047545063,0.00915761545445293,0.990842384545547,0.142819705007282
5,1,5,"green_flower",2,1,0.651162790697674,0.669,58,3,7,0,0,1,"barn.jpg",2,0.406940787137901,0.56939418252597,0.0118325151680647,0.0118325151680647,0.357000862981809,0.622238287972047,0.0103804245230719,0.0103804245230719,27.7729701137275,6.91496253967546,2,2,-0.406940787137901,0.43060581747403,-0.0118325151680647,-0.0118325151680647,0.465116973326652,0.918879591477542,0.0135946685705364,0.986405331429464,0.124411706382539
5,2,4,"yellow_flower",4,1,0.659090909090909,0.978,59,3,8,0,0,1,"showerhead01.jpg",4,0.0170487320874258,0.0170487320874258,0.560495757331917,0.405406778493231,0.0143062165304279,0.0143062165304279,0.470332551867047,0.501055015072097,2,2,26.7580898669801,4.94660430552251,-0.0170487320874258,-0.0170487320874258,-0.560495757331917,0.594593221506769,0.309688438874371,0.930902758148914,0.0202792877853684,0.979720712214632,0.16419303257624
5,1,3,"green_flower",2,1,0.666666666666667,1.73,60,3,9,0,0,1,"dreamcatcher.jpg",2,0.357000862981809,0.622238287972047,0.0103804245230719,0.0103804245230719,0.317931227996192,0.663579958905839,0.0092444065489842,0.0092444065489842,27.7729701137275,7.90270746072762,2,2,-0.357000862981809,0.377761712027953,-0.0103804245230719,-0.0103804245230719,0.516659112423717,0.911413758716571,0.0122550789478385,0.987744921052161,0.11079630639571
5,2,2,"yellow_flower",4,1,0.673913043478261,1.095,61,3,10,0,0,1,"golfball.jpg",4,0.0143062165304279,0.0143062165304279,0.470332551867047,0.501055015072097,0.0123114216124433,0.0123114216124433,0.404751482111,0.570625674664114,2,2,26.7580898669801,5.93078084935912,-0.0143062165304279,-0.0143062165304279,-0.470332551867047,0.498944984927903,0.39870076004943,0.926000073077877,0.0158234561633904,0.98417654383661,0.141677357821316
5,1,2,"green_flower",2,1,0.680851063829787,1.127,62,3,11,0,0,1,"wheelchair.jpg",2,0.317931227996192,0.663579958905839,0.0092444065489842,0.0092444065489842,0.286553245826859,0.69678268050507,0.00833203683403575,0.00833203683403575,27.7729701137275,8.89131265275954,2,2,-0.317931227996192,0.336420041094161,-0.0092444065489842,-0.0092444065489842,0.5561491503134,0.904225160550197,0.0113948079680859,0.988605192031914,0.0998318082153337
5,2,3,"yellow_flower",4,1,0.6875,0.692,63,3,12,0,0,1,"waterfountain02.jpg",4,0.0123114216124433,0.0123114216124433,0.404751482111,0.570625674664114,0.0108008560850844,0.0108008560850844,0.355089984416344,0.623308303413488,2,2,26.7580898669801,6.91722762411626,-0.0123114216124433,-0.0123114216124433,-0.404751482111,0.429374325335886,0.46655881887551,0.918882449433735,0.0135532252428625,0.986446774757137,0.124382049320762
5,2,3,"yellow_flower",4,1,0.693877551020408,1.022,64,3,13,0,1,1,"fluorescentlightbulb.jpg",4,0.0108008560850844,0.0108008560850844,0.355089984416344,0.623308303413488,0.0096190590247373,0.0096190590247373,0.316237110492632,0.664524771457893,2,2,26.7580898669801,7.90500093902291,-0.0108008560850844,-0.0108008560850844,-0.355089984416344,0.376691696586512,0.517873828876489,0.911359881874858,0.0122266850933506,0.987773314906649,0.110771346941426
5,2,2,"green_flower",4,0,0.68,0.895,65,3,14,0,1,1,"frisbee.jpg",2,0.0096190590247373,0.0096190590247373,0.316237110492632,0.664524771457893,0.00866170713627339,0.00866170713627339,0.284763117646356,0.697913468081097,2,2,26.7580898669801,8.89788094413043,-0.0096190590247373,-0.0096190590247373,-0.316237110492632,0.335475228542107,0.106092699015987,0.904071042997303,0.00711999489247905,0.992880005107521,0.100240273698093
5,1,5,"yellow_flower",2,0,0.666666666666667,1.11,66,3,15,0,1,1,"trophy01.jpg",4,0.286553245826859,0.69678268050507,0.00833203683403575,0.00833203683403575,0.260614900465167,0.724229431387306,0.00757783407376362,0.00757783407376362,27.7729701137275,9.88421967185852,2,2,-0.286553245826859,0.30321731949493,-0.00833203683403575,-0.00833203683403575,0.102663792165358,0.897520176137909,0.00709298090102328,0.992907019098977,0.0911650460100788
5,1,3,"green_flower",2,1,0.673076923076923,2.396,67,3,16,0,1,1,"butterfly3.jpg",2,0.260614900465167,0.724229431387306,0.00757783407376362,0.00757783407376362,0.239137898176481,0.746955396490128,0.00695335266669513,0.00695335266669513,27.7729701137275,10.8738489738376,2,2,-0.260614900465167,0.275770568612694,-0.00757783407376362,-0.00757783407376362,0.611702082540659,0.891470588527711,0.010370698020907,0.989629301979093,0.0832725521156855
5,1,3,"green_flower",2,1,0.679245283018868,0.77,68,3,17,0,1,1,"mirror02.jpg",2,0.239137898176481,0.746955396490128,0.00695335266669513,0.00695335266669513,0.220933825594173,0.766218099574755,0.00642403741553619,0.00642403741553619,27.7729701137275,11.8638012996142,2,2,-0.239137898176481,0.253044603509872,-0.00695335266669513,-0.00695335266669513,0.631573844960108,0.886005245571004,0.0100476742233662,0.989952325776634,0.0768963755741136
5,2,2,"green_flower",4,0,0.666666666666667,1.852,69,3,18,0,1,1,"jeans01.jpg",2,0.00866170713627339,0.00866170713627339,0.284763117646356,0.697913468081097,0.00787813559450366,0.00787813559450366,0.259002344207263,0.72524138460373,2,2,26.7580898669801,9.89078802775976,-0.00866170713627339,-0.00866170713627339,-0.284763117646356,0.302086531918903,0.102655570007938,0.897348851835667,0.00709291637067411,0.992907083629326,0.091110105599392
5,1,5,"green_flower",2,1,0.672727272727273,1.305,70,3,19,1,1,1,"cashregister01.jpg",2,0.220933825594173,0.766218099574755,0.00642403741553619,0.00642403741553619,0.20530849944814,0.782752093096841,0.00596970372750939,0.00596970372750939,27.7729701137275,12.8540051297556,2,2,-0.220933825594173,0.233781900425245,-0.00642403741553619,-0.00642403741553619,0.647953285948183,0.881077013666541,0.00979616985865794,0.990203830141342,0.0714236888384208
